program,filename,nfrags,fraglen,total_sequences,total_reads,dropped_reads,incorrect_length,correct_len_incorrect_seq,perfectly_reconstructed,dropped_reads_percentage,incorrect_length_percentage,correct_len_incorrect_seq_percentage,perfectly_reconstructed_percentage,divergent_reads,
seqtk_adna_trim,gen_n1000000_l206_merged.fq,1000000,206,999928,986268,13660,2,219295,766971,1.366,0.0,21.929,76.697,219297,
seqtk_adna_trim,gen_n1000000_l207_merged.fq,1000000,207,999924,986263,13661,6,221940,764317,1.366,0.001,22.194,76.432,221946,
seqtk_adna_trim,gen_n1000000_l208_merged.fq,1000000,208,999926,986237,13689,1,225335,760901,1.369,0.0,22.534,76.09,225336,
seqtk_adna_trim,gen_n1000000_l209_merged.fq,1000000,209,999910,985963,13947,6,228388,757569,1.395,0.001,22.839,75.757,228394,
seqtk_adna_trim,gen_n1000000_l20_merged.fq,1000000,20,999917,990404,9513,0,4290,986114,0.951,0.0,0.429,98.611,4290,
seqtk_adna_trim,gen_n1000000_l210_merged.fq,1000000,210,999916,984662,15254,4,230056,754602,1.525,0.0,23.006,75.46,230060,
seqtk_adna_trim,gen_n1000000_l211_merged.fq,1000000,211,999931,986067,13864,4,233871,752192,1.386,0.0,23.387,75.219,233875,
seqtk_adna_trim,gen_n1000000_l212_merged.fq,1000000,212,999910,985651,14259,3,236276,749372,1.426,0.0,23.628,74.937,236279,
seqtk_adna_trim,gen_n1000000_l213_merged.fq,1000000,213,999900,985755,14145,3,238272,747480,1.414,0.0,23.827,74.748,238275,
seqtk_adna_trim,gen_n1000000_l214_merged.fq,1000000,214,999937,984639,15298,6,241566,743067,1.53,0.001,24.157,74.307,241572,
seqtk_adna_trim,gen_n1000000_l215_merged.fq,1000000,215,999920,984150,15770,3,244597,739550,1.577,0.0,24.46,73.955,244600,
seqtk_adna_trim,gen_n1000000_l216_merged.fq,1000000,216,999907,985881,14026,2,246913,738966,1.403,0.0,24.691,73.897,246915,
seqtk_adna_trim,gen_n1000000_l217_merged.fq,1000000,217,999922,985683,14239,6,250725,734952,1.424,0.001,25.072,73.495,250731,
seqtk_adna_trim,gen_n1000000_l218_merged.fq,1000000,218,999919,986659,13260,3,254192,732464,1.326,0.0,25.419,73.246,254195,
seqtk_adna_trim,gen_n1000000_l219_merged.fq,1000000,219,999918,985892,14026,4,256211,729677,1.403,0.0,25.621,72.968,256215,
seqtk_adna_trim,gen_n1000000_l21_merged.fq,1000000,21,999934,991364,8570,0,4495,986869,0.857,0.0,0.45,98.687,4495,
seqtk_adna_trim,gen_n1000000_l220_merged.fq,1000000,220,999916,983456,16460,8,258341,725107,1.646,0.001,25.834,72.511,258349,
seqtk_adna_trim,gen_n1000000_l221_merged.fq,1000000,221,999924,985185,14739,2,262226,722957,1.474,0.0,26.223,72.296,262228,
seqtk_adna_trim,gen_n1000000_l222_merged.fq,1000000,222,999924,985054,14870,5,265275,719774,1.487,0.001,26.527,71.977,265280,
seqtk_adna_trim,gen_n1000000_l223_merged.fq,1000000,223,999932,985163,14769,7,268874,716282,1.477,0.001,26.887,71.628,268881,
seqtk_adna_trim,gen_n1000000_l224_merged.fq,1000000,224,999922,984786,15136,4,270454,714328,1.514,0.0,27.045,71.433,270458,
seqtk_adna_trim,gen_n1000000_l225_merged.fq,1000000,225,999911,983547,16364,4,274379,709164,1.636,0.0,27.438,70.916,274383,
seqtk_adna_trim,gen_n1000000_l226_merged.fq,1000000,226,999920,984732,15188,4,277260,707468,1.519,0.0,27.726,70.747,277264,
seqtk_adna_trim,gen_n1000000_l227_merged.fq,1000000,227,999921,984648,15273,5,279652,704991,1.527,0.001,27.965,70.499,279657,
seqtk_adna_trim,gen_n1000000_l228_merged.fq,1000000,228,999925,984432,15493,7,284458,699967,1.549,0.001,28.446,69.997,284465,
seqtk_adna_trim,gen_n1000000_l229_merged.fq,1000000,229,999915,983585,16330,1,286321,697263,1.633,0.0,28.632,69.726,286322,
seqtk_adna_trim,gen_n1000000_l22_merged.fq,1000000,22,999918,991972,7946,3,4608,987361,0.795,0.0,0.461,98.736,4611,
seqtk_adna_trim,gen_n1000000_l230_merged.fq,1000000,230,999909,982097,17812,3,288558,693536,1.781,0.0,28.856,69.354,288561,
seqtk_adna_trim,gen_n1000000_l231_merged.fq,1000000,231,999908,983248,16660,2,292877,690369,1.666,0.0,29.288,69.037,292879,
seqtk_adna_trim,gen_n1000000_l232_merged.fq,1000000,232,999927,982645,17282,2,295477,687166,1.728,0.0,29.548,68.717,295479,
seqtk_adna_trim,gen_n1000000_l233_merged.fq,1000000,233,999907,982250,17657,8,298233,684009,1.766,0.001,29.823,68.401,298241,
seqtk_adna_trim,gen_n1000000_l234_merged.fq,1000000,234,999922,981856,18066,7,302181,679668,1.807,0.001,30.218,67.967,302188,
seqtk_adna_trim,gen_n1000000_l235_merged.fq,1000000,235,999915,980280,19635,8,303548,676724,1.964,0.001,30.355,67.672,303556,
seqtk_adna_trim,gen_n1000000_l236_merged.fq,1000000,236,999917,982811,17106,6,308297,674508,1.711,0.001,30.83,67.451,308303,
seqtk_adna_trim,gen_n1000000_l237_merged.fq,1000000,237,999921,983206,16715,4,311701,671501,1.671,0.0,31.17,67.15,311705,
seqtk_adna_trim,gen_n1000000_l238_merged.fq,1000000,238,999925,983213,16712,4,314410,668799,1.671,0.0,31.441,66.88,314414,
seqtk_adna_trim,gen_n1000000_l239_merged.fq,1000000,239,999926,983027,16899,3,317442,665582,1.69,0.0,31.744,66.558,317445,
seqtk_adna_trim,gen_n1000000_l23_merged.fq,1000000,23,999913,992558,7355,1,4760,987797,0.736,0.0,0.476,98.78,4761,
seqtk_adna_trim,gen_n1000000_l240_merged.fq,1000000,240,999921,982665,17256,4,321282,661379,1.726,0.0,32.128,66.138,321286,
seqtk_adna_trim,gen_n1000000_l241_merged.fq,1000000,241,999922,9728,990194,9728,0,0,99.019,0.973,0.0,0.0,9728,
seqtk_adna_trim,gen_n1000000_l242_merged.fq,1000000,242,999910,9645,990265,9645,0,0,99.026,0.965,0.0,0.0,9645,
seqtk_adna_trim,gen_n1000000_l243_merged.fq,1000000,243,999926,9430,990496,9430,0,0,99.05,0.943,0.0,0.0,9430,
seqtk_adna_trim,gen_n1000000_l244_merged.fq,1000000,244,999921,9938,989983,9938,0,0,98.998,0.994,0.0,0.0,9938,
seqtk_adna_trim,gen_n1000000_l245_merged.fq,1000000,245,999908,9711,990197,9711,0,0,99.02,0.971,0.0,0.0,9711,
seqtk_adna_trim,gen_n1000000_l246_merged.fq,1000000,246,999926,8825,991101,8825,0,0,99.11,0.882,0.0,0.0,8825,
seqtk_adna_trim,gen_n1000000_l247_merged.fq,1000000,247,999918,8347,991571,8347,0,0,99.157,0.835,0.0,0.0,8347,
seqtk_adna_trim,gen_n1000000_l248_merged.fq,1000000,248,999911,8568,991343,8568,0,0,99.134,0.857,0.0,0.0,8568,
seqtk_adna_trim,gen_n1000000_l249_merged.fq,1000000,249,999912,8588,991324,8588,0,0,99.132,0.859,0.0,0.0,8588,
seqtk_adna_trim,gen_n1000000_l24_merged.fq,1000000,24,999929,993265,6664,0,5009,988256,0.666,0.0,0.501,98.826,5009,
seqtk_adna_trim,gen_n1000000_l250_merged.fq,1000000,250,999916,9098,990818,9098,0,0,99.082,0.91,0.0,0.0,9098,
seqtk_adna_trim,gen_n1000000_l25_merged.fq,1000000,25,999922,991949,7973,2,5228,986719,0.797,0.0,0.523,98.672,5230,
seqtk_adna_trim,gen_n1000000_l26_merged.fq,1000000,26,999912,992073,7839,1,5373,986699,0.784,0.0,0.537,98.67,5374,
seqtk_adna_trim,gen_n1000000_l27_merged.fq,1000000,27,999930,992792,7138,1,5550,987241,0.714,0.0,0.555,98.724,5551,
seqtk_adna_trim,gen_n1000000_l28_merged.fq,1000000,28,999922,993183,6739,0,5800,987383,0.674,0.0,0.58,98.738,5800,
seqtk_adna_trim,gen_n1000000_l29_merged.fq,1000000,29,999909,993819,6090,2,5905,987912,0.609,0.0,0.59,98.791,5907,
seqtk_adna_trim,gen_n1000000_l2_merged.fq,1000000,2,999928,60,999868,60,0,0,99.987,0.006,0.0,0.0,60,
seqtk_adna_trim,gen_n1000000_l30_merged.fq,1000000,30,999937,992222,7715,0,6065,986157,0.771,0.0,0.607,98.616,6065,
seqtk_adna_trim,gen_n1000000_l31_merged.fq,1000000,31,999928,992741,7187,0,6445,986296,0.719,0.0,0.645,98.63,6445,
seqtk_adna_trim,gen_n1000000_l32_merged.fq,1000000,32,999921,993373,6548,1,6628,986744,0.655,0.0,0.663,98.674,6629,
seqtk_adna_trim,gen_n1000000_l33_merged.fq,1000000,33,999929,992970,6959,1,6760,986209,0.696,0.0,0.676,98.621,6761,
seqtk_adna_trim,gen_n1000000_l34_merged.fq,1000000,34,999934,993371,6563,0,6972,986399,0.656,0.0,0.697,98.64,6972,
seqtk_adna_trim,gen_n1000000_l35_merged.fq,1000000,35,999903,991793,8110,0,7240,984553,0.811,0.0,0.724,98.455,7240,
seqtk_adna_trim,gen_n1000000_l36_merged.fq,1000000,36,999918,991067,8851,0,7290,983777,0.885,0.0,0.729,98.378,7290,
seqtk_adna_trim,gen_n1000000_l37_merged.fq,1000000,37,999921,992036,7885,3,7443,984590,0.788,0.0,0.744,98.459,7446,
seqtk_adna_trim,gen_n1000000_l38_merged.fq,1000000,38,999917,992740,7177,2,7919,984819,0.718,0.0,0.792,98.482,7921,
seqtk_adna_trim,gen_n1000000_l39_merged.fq,1000000,39,999919,993368,6551,0,8063,985305,0.655,0.0,0.806,98.531,8063,
seqtk_adna_trim,gen_n1000000_l3_merged.fq,1000000,3,999926,60,999866,60,0,0,99.987,0.006,0.0,0.0,60,
seqtk_adna_trim,gen_n1000000_l40_merged.fq,1000000,40,999920,991566,8354,0,8187,983379,0.835,0.0,0.819,98.338,8187,
seqtk_adna_trim,gen_n1000000_l41_merged.fq,1000000,41,999900,992371,7529,1,8589,983781,0.753,0.0,0.859,98.378,8590,
seqtk_adna_trim,gen_n1000000_l42_merged.fq,1000000,42,999906,992570,7336,0,8730,983840,0.734,0.0,0.873,98.384,8730,
seqtk_adna_trim,gen_n1000000_l43_merged.fq,1000000,43,999921,992941,6980,1,8799,984141,0.698,0.0,0.88,98.414,8800,
seqtk_adna_trim,gen_n1000000_l44_merged.fq,1000000,44,999910,993567,6343,0,9059,984508,0.634,0.0,0.906,98.451,9059,
seqtk_adna_trim,gen_n1000000_l45_merged.fq,1000000,45,999912,992007,7905,0,9393,982614,0.791,0.0,0.939,98.261,9393,
seqtk_adna_trim,gen_n1000000_l46_merged.fq,1000000,46,999923,992118,7805,0,9463,982655,0.781,0.0,0.946,98.265,9463,
seqtk_adna_trim,gen_n1000000_l47_merged.fq,1000000,47,999928,992733,7195,0,9683,983050,0.72,0.0,0.968,98.305,9683,
