program,filename,nfrags,fraglen,total_sequences,total_reads,dropped_reads,incorrect_length,correct_len_incorrect_seq,perfectly_reconstructed,dropped_reads_percentage,incorrect_length_percentage,correct_len_incorrect_seq_percentage,perfectly_reconstructed_percentage,divergent_reads,
AdapterRemoval,gen_n1000000_l148_merged.fq,1000000,148,999912,1000000,-88,311,84109,915580,-0.009,0.031,8.411,91.558,84420,
AdapterRemoval,gen_n1000000_l149_merged.fq,1000000,149,999919,1000000,-81,399,85898,913703,-0.008,0.04,8.59,91.37,86297,
AdapterRemoval,gen_n1000000_l14_merged.fq,1000000,14,999918,1000000,-82,0,3133,996867,-0.008,0.0,0.313,99.687,3133,
AdapterRemoval,gen_n1000000_l150_merged.fq,1000000,150,999914,1000000,-86,455,88632,910913,-0.009,0.045,8.863,91.091,89087,
AdapterRemoval,gen_n1000000_l151_merged.fq,1000000,151,999923,1000000,-77,447,90581,908972,-0.008,0.045,9.058,90.897,91028,
AdapterRemoval,gen_n1000000_l152_merged.fq,1000000,152,999920,1000000,-80,510,92769,906721,-0.008,0.051,9.277,90.672,93279,
AdapterRemoval,gen_n1000000_l153_merged.fq,1000000,153,999914,1000000,-86,609,95645,903746,-0.009,0.061,9.564,90.375,96254,
AdapterRemoval,gen_n1000000_l154_merged.fq,1000000,154,999923,1000000,-77,647,97767,901586,-0.008,0.065,9.777,90.159,98414,
AdapterRemoval,gen_n1000000_l155_merged.fq,1000000,155,999916,1000000,-84,676,100522,898802,-0.008,0.068,10.052,89.88,101198,
AdapterRemoval,gen_n1000000_l156_merged.fq,1000000,156,999920,1000000,-80,734,102178,897088,-0.008,0.073,10.218,89.709,102912,
AdapterRemoval,gen_n1000000_l157_merged.fq,1000000,157,999892,1000000,-108,825,104354,894821,-0.011,0.083,10.435,89.482,105179,
AdapterRemoval,gen_n1000000_l158_merged.fq,1000000,158,999933,1000000,-67,927,106729,892344,-0.007,0.093,10.673,89.234,107656,
AdapterRemoval,gen_n1000000_l159_merged.fq,1000000,159,999910,1000000,-90,1096,108435,890469,-0.009,0.11,10.844,89.047,109531,
AdapterRemoval,gen_n1000000_l15_merged.fq,1000000,15,999906,1000000,-94,0,3256,996744,-0.009,0.0,0.326,99.674,3256,
AdapterRemoval,gen_n1000000_l160_merged.fq,1000000,160,999911,1000000,-89,1172,110996,887832,-0.009,0.117,11.1,88.783,112168,
AdapterRemoval,gen_n1000000_l161_merged.fq,1000000,161,999908,1000000,-92,1265,113458,885277,-0.009,0.127,11.346,88.528,114723,
AdapterRemoval,gen_n1000000_l162_merged.fq,1000000,162,999910,1000000,-90,1478,115402,883120,-0.009,0.148,11.54,88.312,116880,
AdapterRemoval,gen_n1000000_l163_merged.fq,1000000,163,999933,1000000,-67,1640,117620,880740,-0.007,0.164,11.762,88.074,119260,
AdapterRemoval,gen_n1000000_l164_merged.fq,1000000,164,999915,1000000,-85,1785,119685,878530,-0.009,0.178,11.969,87.853,121470,
AdapterRemoval,gen_n1000000_l165_merged.fq,1000000,165,999917,1000000,-83,2066,121966,875968,-0.008,0.207,12.197,87.597,124032,
AdapterRemoval,gen_n1000000_l166_merged.fq,1000000,166,999915,1000000,-85,2328,124391,873281,-0.009,0.233,12.439,87.328,126719,
AdapterRemoval,gen_n1000000_l167_merged.fq,1000000,167,999913,1000000,-87,2771,127074,870155,-0.009,0.277,12.707,87.016,129845,
AdapterRemoval,gen_n1000000_l168_merged.fq,1000000,168,999917,1000000,-83,2851,129063,868086,-0.008,0.285,12.906,86.809,131914,
AdapterRemoval,gen_n1000000_l169_merged.fq,1000000,169,999922,1000000,-78,3052,131073,865875,-0.008,0.305,13.107,86.587,134125,
AdapterRemoval,gen_n1000000_l16_merged.fq,1000000,16,999917,1000000,-83,0,3542,996458,-0.008,0.0,0.354,99.646,3542,
AdapterRemoval,gen_n1000000_l170_merged.fq,1000000,170,999923,1000000,-77,3456,133590,862954,-0.008,0.346,13.359,86.295,137046,
AdapterRemoval,gen_n1000000_l171_merged.fq,1000000,171,999914,1000000,-86,3743,135803,860454,-0.009,0.374,13.58,86.045,139546,
AdapterRemoval,gen_n1000000_l172_merged.fq,1000000,172,999922,1000000,-78,4002,138478,857520,-0.008,0.4,13.848,85.752,142480,
AdapterRemoval,gen_n1000000_l173_merged.fq,1000000,173,999927,1000000,-73,4492,140498,855010,-0.007,0.449,14.05,85.501,144990,
AdapterRemoval,gen_n1000000_l174_merged.fq,1000000,174,999914,1000000,-86,4977,142107,852916,-0.009,0.498,14.211,85.292,147084,
AdapterRemoval,gen_n1000000_l175_merged.fq,1000000,175,999925,1000000,-75,5466,144219,850315,-0.007,0.547,14.422,85.032,149685,
AdapterRemoval,gen_n1000000_l176_merged.fq,1000000,176,999930,1000000,-70,5904,147076,847020,-0.007,0.59,14.708,84.702,152980,
AdapterRemoval,gen_n1000000_l177_merged.fq,1000000,177,999920,1000000,-80,6195,149112,844693,-0.008,0.62,14.911,84.469,155307,
AdapterRemoval,gen_n1000000_l178_merged.fq,1000000,178,999916,1000000,-84,6578,151392,842030,-0.008,0.658,15.139,84.203,157970,
AdapterRemoval,gen_n1000000_l179_merged.fq,1000000,179,999920,1000000,-80,7356,153572,839072,-0.008,0.736,15.357,83.907,160928,
AdapterRemoval,gen_n1000000_l17_merged.fq,1000000,17,999905,1000000,-95,0,3711,996289,-0.009,0.0,0.371,99.629,3711,
AdapterRemoval,gen_n1000000_l180_merged.fq,1000000,180,999915,1000000,-85,7836,155532,836632,-0.009,0.784,15.553,83.663,163368,
AdapterRemoval,gen_n1000000_l181_merged.fq,1000000,181,999924,1000000,-76,8235,158353,833412,-0.008,0.823,15.835,83.341,166588,
AdapterRemoval,gen_n1000000_l182_merged.fq,1000000,182,999910,1000000,-90,8591,160376,831033,-0.009,0.859,16.038,83.103,168967,
AdapterRemoval,gen_n1000000_l183_merged.fq,1000000,183,999924,1000000,-76,9217,162121,828662,-0.008,0.922,16.212,82.866,171338,
AdapterRemoval,gen_n1000000_l184_merged.fq,1000000,184,999926,1000000,-74,9857,164772,825371,-0.007,0.986,16.477,82.537,174629,
AdapterRemoval,gen_n1000000_l185_merged.fq,1000000,185,999927,1000000,-73,10503,167126,822371,-0.007,1.05,16.713,82.237,177629,
AdapterRemoval,gen_n1000000_l186_merged.fq,1000000,186,999915,1000000,-85,11062,169521,819417,-0.009,1.106,16.952,81.942,180583,
AdapterRemoval,gen_n1000000_l187_merged.fq,1000000,187,999925,1000000,-75,11610,171686,816704,-0.007,1.161,17.169,81.67,183296,
AdapterRemoval,gen_n1000000_l188_merged.fq,1000000,188,999917,1000000,-83,12206,173798,813996,-0.008,1.221,17.38,81.4,186004,
AdapterRemoval,gen_n1000000_l189_merged.fq,1000000,189,999930,1000000,-70,12907,175417,811676,-0.007,1.291,17.542,81.168,188324,
AdapterRemoval,gen_n1000000_l18_merged.fq,1000000,18,999914,1000000,-86,0,3848,996152,-0.009,0.0,0.385,99.615,3848,
AdapterRemoval,gen_n1000000_l190_merged.fq,1000000,190,999924,1000000,-76,13597,178525,807878,-0.008,1.36,17.852,80.788,192122,
AdapterRemoval,gen_n1000000_l191_merged.fq,1000000,191,999921,1000000,-79,14051,180770,805179,-0.008,1.405,18.077,80.518,194821,
AdapterRemoval,gen_n1000000_l192_merged.fq,1000000,192,999907,1000000,-93,14874,183974,801152,-0.009,1.487,18.397,80.115,198848,
AdapterRemoval,gen_n1000000_l193_merged.fq,1000000,193,999920,1000000,-80,15168,185102,799730,-0.008,1.517,18.51,79.973,200270,
AdapterRemoval,gen_n1000000_l194_merged.fq,1000000,194,999925,999999,-74,16022,186672,797305,-0.007,1.602,18.667,79.731,202694,
AdapterRemoval,gen_n1000000_l195_merged.fq,1000000,195,999921,1000000,-79,16899,190011,793090,-0.008,1.69,19.001,79.309,206910,
AdapterRemoval,gen_n1000000_l196_merged.fq,1000000,196,999940,999999,-59,17533,192831,789635,-0.006,1.753,19.283,78.963,210364,
AdapterRemoval,gen_n1000000_l197_merged.fq,1000000,197,999919,999999,-80,17952,195260,786787,-0.008,1.795,19.526,78.679,213212,
AdapterRemoval,gen_n1000000_l198_merged.fq,1000000,198,999913,999999,-86,18480,197440,784079,-0.009,1.848,19.744,78.408,215920,
AdapterRemoval,gen_n1000000_l199_merged.fq,1000000,199,999921,999990,-69,19398,200118,780474,-0.007,1.94,20.012,78.047,219516,
AdapterRemoval,gen_n1000000_l19_merged.fq,1000000,19,999898,1000000,-102,0,4042,995958,-0.01,0.0,0.404,99.596,4042,
AdapterRemoval,gen_n1000000_l1_merged.fq,1000000,1,999924,1000000,-76,0,459,999541,-0.008,0.0,0.046,99.954,459,
AdapterRemoval,gen_n1000000_l200_merged.fq,1000000,200,999912,999990,-78,20068,202069,777853,-0.008,2.007,20.207,77.785,222137,
AdapterRemoval,gen_n1000000_l201_merged.fq,1000000,201,999934,999985,-51,20308,204614,775063,-0.005,2.031,20.461,77.506,224922,
AdapterRemoval,gen_n1000000_l202_merged.fq,1000000,202,999919,999977,-58,20889,207518,771570,-0.006,2.089,20.752,77.157,228407,
AdapterRemoval,gen_n1000000_l203_merged.fq,1000000,203,999910,999957,-47,21673,210126,768158,-0.005,2.167,21.013,76.816,231799,
AdapterRemoval,gen_n1000000_l204_merged.fq,1000000,204,999907,999936,-29,22100,212631,765205,-0.003,2.21,21.263,76.52,234731,
AdapterRemoval,gen_n1000000_l205_merged.fq,1000000,205,999929,999914,15,22654,215595,761665,0.002,2.265,21.559,76.166,238249,
AdapterRemoval,gen_n1000000_l206_merged.fq,1000000,206,999928,999859,69,22907,217481,759471,0.007,2.291,21.748,75.947,240388,
AdapterRemoval,gen_n1000000_l207_merged.fq,1000000,207,999924,999849,75,23586,219798,756465,0.007,2.359,21.98,75.647,243384,
AdapterRemoval,gen_n1000000_l208_merged.fq,1000000,208,999926,999749,177,23749,223271,752729,0.018,2.375,22.327,75.273,247020,
AdapterRemoval,gen_n1000000_l209_merged.fq,1000000,209,999910,999647,263,24334,226043,749270,0.026,2.433,22.604,74.927,250377,
AdapterRemoval,gen_n1000000_l20_merged.fq,1000000,20,999917,1000000,-83,0,4374,995626,-0.008,0.0,0.437,99.563,4374,
AdapterRemoval,gen_n1000000_l210_merged.fq,1000000,210,999916,999573,343,24782,227837,746954,0.034,2.478,22.784,74.695,252619,
AdapterRemoval,gen_n1000000_l211_merged.fq,1000000,211,999931,999386,545,24934,231200,743252,0.054,2.493,23.12,74.325,256134,
AdapterRemoval,gen_n1000000_l212_merged.fq,1000000,212,999910,999201,709,25392,233668,740141,0.071,2.539,23.367,74.014,259060,
AdapterRemoval,gen_n1000000_l213_merged.fq,1000000,213,999900,999102,798,25458,235346,738298,0.08,2.546,23.535,73.83,260804,
AdapterRemoval,gen_n1000000_l214_merged.fq,1000000,214,999937,998868,1069,26287,238661,733920,0.107,2.629,23.866,73.392,264948,
AdapterRemoval,gen_n1000000_l215_merged.fq,1000000,215,999920,998606,1314,26615,241599,730392,0.131,2.662,24.16,73.039,268214,
AdapterRemoval,gen_n1000000_l216_merged.fq,1000000,216,999907,998439,1468,26907,243450,728082,0.147,2.691,24.345,72.808,270357,
AdapterRemoval,gen_n1000000_l217_merged.fq,1000000,217,999922,998125,1797,27437,247005,723683,0.18,2.744,24.701,72.368,274442,
AdapterRemoval,gen_n1000000_l218_merged.fq,1000000,218,999919,997793,2126,27484,250050,720259,0.213,2.748,25.005,72.026,277534,
AdapterRemoval,gen_n1000000_l219_merged.fq,1000000,219,999918,997655,2263,28116,252000,717539,0.226,2.812,25.2,71.754,280116,
AdapterRemoval,gen_n1000000_l21_merged.fq,1000000,21,999934,1000000,-66,0,4594,995406,-0.007,0.0,0.459,99.541,4594,
AdapterRemoval,gen_n1000000_l220_merged.fq,1000000,220,999916,997395,2521,28464,254586,714345,0.252,2.846,25.459,71.434,283050,
AdapterRemoval,gen_n1000000_l221_merged.fq,1000000,221,999924,996925,2999,28903,257909,710113,0.3,2.89,25.791,71.011,286812,
AdapterRemoval,gen_n1000000_l222_merged.fq,1000000,222,999924,996673,3251,29288,260685,706700,0.325,2.929,26.069,70.67,289973,
AdapterRemoval,gen_n1000000_l223_merged.fq,1000000,223,999932,996421,3511,29553,264009,702859,0.351,2.955,26.401,70.286,293562,
AdapterRemoval,gen_n1000000_l224_merged.fq,1000000,224,999922,996005,3917,29805,265334,700866,0.392,2.981,26.533,70.087,295139,
AdapterRemoval,gen_n1000000_l225_merged.fq,1000000,225,999911,995956,3955,30536,269521,695899,0.396,3.054,26.952,69.59,300057,
AdapterRemoval,gen_n1000000_l226_merged.fq,1000000,226,999920,995491,4429,31007,271817,692667,0.443,3.101,27.182,69.267,302824,
AdapterRemoval,gen_n1000000_l227_merged.fq,1000000,227,999921,995341,4580,31564,273911,689866,0.458,3.156,27.391,68.987,305475,
AdapterRemoval,gen_n1000000_l228_merged.fq,1000000,228,999925,994966,4959,32031,278380,684555,0.496,3.203,27.838,68.456,310411,
AdapterRemoval,gen_n1000000_l229_merged.fq,1000000,229,999915,994409,5506,32115,280116,682178,0.551,3.211,28.012,68.218,312231,
AdapterRemoval,gen_n1000000_l22_merged.fq,1000000,22,999918,1000000,-82,0,4752,995248,-0.008,0.0,0.475,99.525,4752,
AdapterRemoval,gen_n1000000_l230_merged.fq,1000000,230,999909,994218,5691,32649,282614,678955,0.569,3.265,28.261,67.895,315263,
AdapterRemoval,gen_n1000000_l231_merged.fq,1000000,231,999908,993976,5932,33141,286419,674416,0.593,3.314,28.642,67.442,319560,
AdapterRemoval,gen_n1000000_l232_merged.fq,1000000,232,999927,993494,6433,34102,288554,670838,0.643,3.41,28.855,67.084,322656,
AdapterRemoval,gen_n1000000_l233_merged.fq,1000000,233,999907,993232,6675,34631,291158,667443,0.667,3.463,29.116,66.744,325789,
AdapterRemoval,gen_n1000000_l234_merged.fq,1000000,234,999922,992652,7270,34907,294805,662940,0.727,3.491,29.48,66.294,329712,
AdapterRemoval,gen_n1000000_l235_merged.fq,1000000,235,999915,992227,7688,36090,296253,659884,0.769,3.609,29.625,65.988,332343,
AdapterRemoval,gen_n1000000_l236_merged.fq,1000000,236,999917,991950,7967,36758,299728,655464,0.797,3.676,29.973,65.546,336486,
AdapterRemoval,gen_n1000000_l237_merged.fq,1000000,237,999921,991387,8534,37727,302327,651333,0.853,3.773,30.233,65.133,340054,
AdapterRemoval,gen_n1000000_l238_merged.fq,1000000,238,999925,990540,9385,38893,304385,647262,0.938,3.889,30.439,64.726,343278,
AdapterRemoval,gen_n1000000_l239_merged.fq,1000000,239,999926,989970,9956,40250,306744,642976,0.996,4.025,30.674,64.298,346994,
AdapterRemoval,gen_n1000000_l23_merged.fq,1000000,23,999913,1000000,-87,0,4875,995125,-0.009,0.0,0.487,99.513,4875,
AdapterRemoval,gen_n1000000_l240_merged.fq,1000000,240,999921,988927,10994,41746,309781,637400,1.099,4.175,30.978,63.74,351527,
AdapterRemoval,gen_n1000000_l241_merged.fq,1000000,241,999922,44543,955379,44543,0,0,95.538,4.454,0.0,0.0,44543,
AdapterRemoval,gen_n1000000_l242_merged.fq,1000000,242,999910,46740,953170,46740,0,0,95.317,4.674,0.0,0.0,46740,
AdapterRemoval,gen_n1000000_l243_merged.fq,1000000,243,999926,50027,949899,50027,0,0,94.99,5.003,0.0,0.0,50027,
AdapterRemoval,gen_n1000000_l244_merged.fq,1000000,244,999921,56043,943878,56043,0,0,94.388,5.604,0.0,0.0,56043,
AdapterRemoval,gen_n1000000_l245_merged.fq,1000000,245,999908,62773,937135,62773,0,0,93.714,6.277,0.0,0.0,62773,
AdapterRemoval,gen_n1000000_l246_merged.fq,1000000,246,999926,73500,926426,73500,0,0,92.643,7.35,0.0,0.0,73500,
AdapterRemoval,gen_n1000000_l247_merged.fq,1000000,247,999918,71857,928061,71857,0,0,92.806,7.186,0.0,0.0,71857,
AdapterRemoval,gen_n1000000_l248_merged.fq,1000000,248,999911,70571,929340,70571,0,0,92.934,7.057,0.0,0.0,70571,
AdapterRemoval,gen_n1000000_l249_merged.fq,1000000,249,999912,68642,931270,68642,0,0,93.127,6.864,0.0,0.0,68642,
AdapterRemoval,gen_n1000000_l24_merged.fq,1000000,24,999929,1000000,-71,0,5162,994838,-0.007,0.0,0.516,99.484,5162,
AdapterRemoval,gen_n1000000_l250_merged.fq,1000000,250,999916,67588,932328,67588,0,0,93.233,6.759,0.0,0.0,67588,
AdapterRemoval,gen_n1000000_l25_merged.fq,1000000,25,999922,1000000,-78,0,5426,994574,-0.008,0.0,0.543,99.457,5426,
AdapterRemoval,gen_n1000000_l26_merged.fq,1000000,26,999912,1000000,-88,0,5554,994446,-0.009,0.0,0.555,99.445,5554,
AdapterRemoval,gen_n1000000_l27_merged.fq,1000000,27,999930,1000000,-70,0,5665,994335,-0.007,0.0,0.567,99.433,5665,
AdapterRemoval,gen_n1000000_l28_merged.fq,1000000,28,999922,1000000,-78,0,5925,994075,-0.008,0.0,0.593,99.407,5925,
AdapterRemoval,gen_n1000000_l29_merged.fq,1000000,29,999909,1000000,-91,0,6049,993951,-0.009,0.0,0.605,99.395,6049,
AdapterRemoval,gen_n1000000_l2_merged.fq,1000000,2,999928,1000000,-72,0,920,999080,-0.007,0.0,0.092,99.908,920,
AdapterRemoval,gen_n1000000_l30_merged.fq,1000000,30,999937,1000000,-63,0,6163,993837,-0.006,0.0,0.616,99.384,6163,
AdapterRemoval,gen_n1000000_l31_merged.fq,1000000,31,999928,1000000,-72,0,6597,993403,-0.007,0.0,0.66,99.34,6597,
AdapterRemoval,gen_n1000000_l32_merged.fq,1000000,32,999921,1000000,-79,0,6761,993239,-0.008,0.0,0.676,99.324,6761,
AdapterRemoval,gen_n1000000_l33_merged.fq,1000000,33,999929,1000000,-71,0,6858,993142,-0.007,0.0,0.686,99.314,6858,
AdapterRemoval,gen_n1000000_l34_merged.fq,1000000,34,999934,1000000,-66,0,7126,992874,-0.007,0.0,0.713,99.287,7126,
AdapterRemoval,gen_n1000000_l35_merged.fq,1000000,35,999903,1000000,-97,0,7374,992626,-0.01,0.0,0.737,99.263,7374,
AdapterRemoval,gen_n1000000_l36_merged.fq,1000000,36,999918,1000000,-82,0,7429,992571,-0.008,0.0,0.743,99.257,7429,
AdapterRemoval,gen_n1000000_l37_merged.fq,1000000,37,999921,1000000,-79,0,7676,992324,-0.008,0.0,0.768,99.232,7676,
AdapterRemoval,gen_n1000000_l38_merged.fq,1000000,38,999917,1000000,-83,0,8118,991882,-0.008,0.0,0.812,99.188,8118,
AdapterRemoval,gen_n1000000_l39_merged.fq,1000000,39,999919,1000000,-81,0,8221,991779,-0.008,0.0,0.822,99.178,8221,
AdapterRemoval,gen_n1000000_l3_merged.fq,1000000,3,999926,1000000,-74,0,1367,998633,-0.007,0.0,0.137,99.863,1367,
AdapterRemoval,gen_n1000000_l40_merged.fq,1000000,40,999920,1000000,-80,0,8237,991763,-0.008,0.0,0.824,99.176,8237,
AdapterRemoval,gen_n1000000_l41_merged.fq,1000000,41,999900,1000000,-100,0,8749,991251,-0.01,0.0,0.875,99.125,8749,
AdapterRemoval,gen_n1000000_l42_merged.fq,1000000,42,999906,1000000,-94,0,8866,991134,-0.009,0.0,0.887,99.113,8866,
AdapterRemoval,gen_n1000000_l43_merged.fq,1000000,43,999921,1000000,-79,0,8933,991067,-0.008,0.0,0.893,99.107,8933,
AdapterRemoval,gen_n1000000_l44_merged.fq,1000000,44,999910,1000000,-90,0,9150,990850,-0.009,0.0,0.915,99.085,9150,
AdapterRemoval,gen_n1000000_l45_merged.fq,1000000,45,999912,1000000,-88,0,9495,990505,-0.009,0.0,0.95,99.05,9495,
AdapterRemoval,gen_n1000000_l46_merged.fq,1000000,46,999923,1000000,-77,0,9623,990377,-0.008,0.0,0.962,99.038,9623,
AdapterRemoval,gen_n1000000_l47_merged.fq,1000000,47,999928,1000000,-72,0,9878,990122,-0.007,0.0,0.988,99.012,9878,
AdapterRemoval,gen_n1000000_l48_merged.fq,1000000,48,999923,1000000,-77,0,10197,989803,-0.008,0.0,1.02,98.98,10197,
