program,filename,nfrags,fraglen,total_sequences,total_reads,dropped_reads,incorrect_length,correct_len_incorrect_seq,perfectly_reconstructed,dropped_reads_percentage,incorrect_length_percentage,correct_len_incorrect_seq_percentage,perfectly_reconstructed_percentage,divergent_reads,
SeqPrep,gen_n1000000_l129_merged.fq.gz,1000000,129,999908,983204,16704,137,36494,946573,1.67,0.014,3.649,94.657,36631,
SeqPrep,gen_n1000000_l12_merged.fq.gz,1000000,12,999912,1000000,-88,0,2632,997368,-0.009,0.0,0.263,99.737,2632,
SeqPrep,gen_n1000000_l130_merged.fq.gz,1000000,130,999922,983010,16912,84,39387,943539,1.691,0.008,3.939,94.354,39471,
SeqPrep,gen_n1000000_l131_merged.fq.gz,1000000,131,999914,983796,16118,37,42369,941390,1.612,0.004,4.237,94.139,42406,
SeqPrep,gen_n1000000_l132_merged.fq.gz,1000000,132,999903,983642,16261,20,45030,938592,1.626,0.002,4.503,93.859,45050,
SeqPrep,gen_n1000000_l133_merged.fq.gz,1000000,133,999924,983742,16182,26,47320,936396,1.618,0.003,4.732,93.64,47346,
SeqPrep,gen_n1000000_l134_merged.fq.gz,1000000,134,999910,983535,16375,19,49612,933904,1.638,0.002,4.961,93.39,49631,
SeqPrep,gen_n1000000_l135_merged.fq.gz,1000000,135,999914,983751,16163,25,51643,932083,1.616,0.003,5.164,93.208,51668,
SeqPrep,gen_n1000000_l136_merged.fq.gz,1000000,136,999919,984378,15541,19,54497,929862,1.554,0.002,5.45,92.986,54516,
SeqPrep,gen_n1000000_l137_merged.fq.gz,1000000,137,999921,984440,15481,18,56235,928187,1.548,0.002,5.623,92.819,56253,
SeqPrep,gen_n1000000_l138_merged.fq.gz,1000000,138,999916,984375,15541,28,58834,925513,1.554,0.003,5.883,92.551,58862,
SeqPrep,gen_n1000000_l139_merged.fq.gz,1000000,139,999922,984288,15634,33,61319,922936,1.563,0.003,6.132,92.294,61352,
SeqPrep,gen_n1000000_l13_merged.fq.gz,1000000,13,999925,1000000,-75,0,2844,997156,-0.007,0.0,0.284,99.716,2844,
SeqPrep,gen_n1000000_l140_merged.fq.gz,1000000,140,999928,984266,15662,36,63401,920829,1.566,0.004,6.34,92.083,63437,
SeqPrep,gen_n1000000_l141_merged.fq.gz,1000000,141,999935,984913,15022,36,65294,919583,1.502,0.004,6.529,91.958,65330,
SeqPrep,gen_n1000000_l142_merged.fq.gz,1000000,142,999939,984924,15015,58,68123,916743,1.502,0.006,6.812,91.674,68181,
SeqPrep,gen_n1000000_l143_merged.fq.gz,1000000,143,999923,985034,14889,74,70045,914915,1.489,0.007,7.004,91.492,70119,
SeqPrep,gen_n1000000_l144_merged.fq.gz,1000000,144,999931,984897,15034,93,72485,912319,1.503,0.009,7.248,91.232,72578,
SeqPrep,gen_n1000000_l145_merged.fq.gz,1000000,145,999928,984642,15286,111,75179,909352,1.529,0.011,7.518,90.935,75290,
SeqPrep,gen_n1000000_l146_merged.fq.gz,1000000,146,999929,985727,14202,98,77131,908498,1.42,0.01,7.713,90.85,77229,
SeqPrep,gen_n1000000_l147_merged.fq.gz,1000000,147,999921,985809,14112,133,79931,905745,1.411,0.013,7.993,90.575,80064,
SeqPrep,gen_n1000000_l148_merged.fq.gz,1000000,148,999912,985913,13999,137,82128,903648,1.4,0.014,8.213,90.365,82265,
SeqPrep,gen_n1000000_l149_merged.fq.gz,1000000,149,999919,985638,14281,157,83831,901650,1.428,0.016,8.383,90.165,83988,
SeqPrep,gen_n1000000_l14_merged.fq.gz,1000000,14,999918,1000000,-82,0,3132,996868,-0.008,0.0,0.313,99.687,3132,
SeqPrep,gen_n1000000_l150_merged.fq.gz,1000000,150,999914,985279,14635,160,86443,898676,1.464,0.016,8.644,89.868,86603,
SeqPrep,gen_n1000000_l151_merged.fq.gz,1000000,151,999923,940284,59639,161,80263,859860,5.964,0.016,8.026,85.986,80424,
SeqPrep,gen_n1000000_l152_merged.fq.gz,1000000,152,999920,940621,59299,196,82296,858129,5.93,0.02,8.23,85.813,82492,
SeqPrep,gen_n1000000_l153_merged.fq.gz,1000000,153,999914,941401,58513,213,85334,855854,5.851,0.021,8.533,85.585,85547,
SeqPrep,gen_n1000000_l154_merged.fq.gz,1000000,154,999923,941365,58558,224,87073,854068,5.856,0.022,8.707,85.407,87297,
SeqPrep,gen_n1000000_l155_merged.fq.gz,1000000,155,999916,942041,57875,217,89880,851944,5.788,0.022,8.988,85.194,90097,
SeqPrep,gen_n1000000_l156_merged.fq.gz,1000000,156,999920,943138,56782,195,91506,851437,5.678,0.019,9.151,85.144,91701,
SeqPrep,gen_n1000000_l157_merged.fq.gz,1000000,157,999892,944287,55605,155,93849,850283,5.561,0.015,9.385,85.028,94004,
SeqPrep,gen_n1000000_l158_merged.fq.gz,1000000,158,999933,944726,55207,144,96282,848300,5.521,0.014,9.628,84.83,96426,
SeqPrep,gen_n1000000_l159_merged.fq.gz,1000000,159,999910,945100,54810,134,98106,846860,5.481,0.013,9.811,84.686,98240,
SeqPrep,gen_n1000000_l15_merged.fq.gz,1000000,15,999906,1000000,-94,0,3279,996721,-0.009,0.0,0.328,99.672,3279,
SeqPrep,gen_n1000000_l160_merged.fq.gz,1000000,160,999911,945590,54321,142,100599,844849,5.432,0.014,10.06,84.485,100741,
SeqPrep,gen_n1000000_l161_merged.fq.gz,1000000,161,999908,946982,52926,114,103119,843749,5.293,0.011,10.312,84.375,103233,
SeqPrep,gen_n1000000_l162_merged.fq.gz,1000000,162,999910,947783,52127,141,105316,842326,5.213,0.014,10.532,84.233,105457,
SeqPrep,gen_n1000000_l163_merged.fq.gz,1000000,163,999933,947974,51959,128,107492,840354,5.196,0.013,10.749,84.035,107620,
SeqPrep,gen_n1000000_l164_merged.fq.gz,1000000,164,999915,948058,51857,115,109389,838554,5.186,0.011,10.939,83.855,109504,
SeqPrep,gen_n1000000_l165_merged.fq.gz,1000000,165,999917,948861,51056,135,111846,836880,5.106,0.013,11.185,83.688,111981,
SeqPrep,gen_n1000000_l166_merged.fq.gz,1000000,166,999915,950293,49622,108,114542,835643,4.962,0.011,11.454,83.564,114650,
SeqPrep,gen_n1000000_l167_merged.fq.gz,1000000,167,999913,950952,48961,116,117144,833692,4.896,0.012,11.714,83.369,117260,
SeqPrep,gen_n1000000_l168_merged.fq.gz,1000000,168,999917,951143,48774,118,119171,831854,4.877,0.012,11.917,83.185,119289,
SeqPrep,gen_n1000000_l169_merged.fq.gz,1000000,169,999922,951702,48220,124,121083,830495,4.822,0.012,12.108,83.049,121207,
SeqPrep,gen_n1000000_l16_merged.fq.gz,1000000,16,999917,1000000,-83,0,3499,996501,-0.008,0.0,0.35,99.65,3499,
SeqPrep,gen_n1000000_l170_merged.fq.gz,1000000,170,999923,952030,47893,156,123834,828040,4.789,0.016,12.383,82.804,123990,
SeqPrep,gen_n1000000_l171_merged.fq.gz,1000000,171,999914,953478,46436,131,126222,827125,4.644,0.013,12.622,82.713,126353,
SeqPrep,gen_n1000000_l172_merged.fq.gz,1000000,172,999922,953886,46036,121,128975,824790,4.604,0.012,12.898,82.479,129096,
SeqPrep,gen_n1000000_l173_merged.fq.gz,1000000,173,999927,954531,45396,126,131069,823336,4.54,0.013,13.107,82.334,131195,
SeqPrep,gen_n1000000_l174_merged.fq.gz,1000000,174,999914,955695,44219,140,133081,822474,4.422,0.014,13.308,82.247,133221,
SeqPrep,gen_n1000000_l175_merged.fq.gz,1000000,175,999925,955400,44525,147,135013,820240,4.453,0.015,13.501,82.024,135160,
SeqPrep,gen_n1000000_l176_merged.fq.gz,1000000,176,999930,956676,43254,148,138019,818509,4.325,0.015,13.802,81.851,138167,
SeqPrep,gen_n1000000_l177_merged.fq.gz,1000000,177,999920,957374,42546,150,140448,816776,4.255,0.015,14.045,81.678,140598,
SeqPrep,gen_n1000000_l178_merged.fq.gz,1000000,178,999916,957725,42191,164,142744,814817,4.219,0.016,14.274,81.482,142908,
SeqPrep,gen_n1000000_l179_merged.fq.gz,1000000,179,999920,958237,41683,181,145089,812967,4.168,0.018,14.509,81.297,145270,
SeqPrep,gen_n1000000_l17_merged.fq.gz,1000000,17,999905,1000000,-95,0,3758,996242,-0.009,0.0,0.376,99.624,3758,
SeqPrep,gen_n1000000_l180_merged.fq.gz,1000000,180,999915,958559,41356,167,147128,811264,4.136,0.017,14.713,81.126,147295,
SeqPrep,gen_n1000000_l181_merged.fq.gz,1000000,181,999924,959644,40280,162,150106,809376,4.028,0.016,15.011,80.938,150268,
SeqPrep,gen_n1000000_l182_merged.fq.gz,1000000,182,999910,960287,39623,164,152251,807872,3.962,0.016,15.225,80.787,152415,
SeqPrep,gen_n1000000_l183_merged.fq.gz,1000000,183,999924,960771,39153,172,154418,806181,3.915,0.017,15.442,80.618,154590,
SeqPrep,gen_n1000000_l184_merged.fq.gz,1000000,184,999926,960915,39011,175,156863,803877,3.901,0.017,15.686,80.388,157038,
SeqPrep,gen_n1000000_l185_merged.fq.gz,1000000,185,999927,961573,38354,151,159612,801810,3.835,0.015,15.961,80.181,159763,
SeqPrep,gen_n1000000_l186_merged.fq.gz,1000000,186,999915,962983,36932,163,162369,800451,3.693,0.016,16.237,80.045,162532,
SeqPrep,gen_n1000000_l187_merged.fq.gz,1000000,187,999925,963326,36599,129,164540,798657,3.66,0.013,16.454,79.866,164669,
SeqPrep,gen_n1000000_l188_merged.fq.gz,1000000,188,999917,963617,36300,138,166874,796605,3.63,0.014,16.687,79.66,167012,
SeqPrep,gen_n1000000_l189_merged.fq.gz,1000000,189,999930,963677,36253,136,168623,794918,3.625,0.014,16.862,79.492,168759,
SeqPrep,gen_n1000000_l18_merged.fq.gz,1000000,18,999914,1000000,-86,0,3847,996153,-0.009,0.0,0.385,99.615,3847,
SeqPrep,gen_n1000000_l190_merged.fq.gz,1000000,190,999924,963824,36100,131,171731,791962,3.61,0.013,17.173,79.196,171862,
SeqPrep,gen_n1000000_l191_merged.fq.gz,1000000,191,999921,965576,34345,104,174516,790956,3.434,0.01,17.452,79.096,174620,
SeqPrep,gen_n1000000_l192_merged.fq.gz,1000000,192,999907,966281,33626,102,177977,788202,3.363,0.01,17.798,78.82,178079,
SeqPrep,gen_n1000000_l193_merged.fq.gz,1000000,193,999920,966772,33148,85,179401,787286,3.315,0.009,17.94,78.729,179486,
SeqPrep,gen_n1000000_l194_merged.fq.gz,1000000,194,999925,966826,33099,96,181161,785569,3.31,0.01,18.116,78.557,181257,
SeqPrep,gen_n1000000_l195_merged.fq.gz,1000000,195,999921,967187,32734,95,184629,782463,3.273,0.009,18.463,78.246,184724,
SeqPrep,gen_n1000000_l196_merged.fq.gz,1000000,196,999940,968584,31356,90,187883,780611,3.136,0.009,18.788,78.061,187973,
SeqPrep,gen_n1000000_l197_merged.fq.gz,1000000,197,999919,968894,31025,75,190790,778029,3.103,0.007,19.079,77.803,190865,
SeqPrep,gen_n1000000_l198_merged.fq.gz,1000000,198,999913,969045,30868,121,192908,776016,3.087,0.012,19.291,77.602,193029,
SeqPrep,gen_n1000000_l199_merged.fq.gz,1000000,199,999921,970143,29778,80,196174,773889,2.978,0.008,19.617,77.389,196254,
SeqPrep,gen_n1000000_l19_merged.fq.gz,1000000,19,999898,1000000,-102,0,4041,995959,-0.01,0.0,0.404,99.596,4041,
SeqPrep,gen_n1000000_l1_merged.fq.gz,1000000,1,999924,1000000,-76,0,450,999550,-0.008,0.0,0.045,99.955,450,
SeqPrep,gen_n1000000_l200_merged.fq.gz,1000000,200,999912,970296,29616,113,198341,771842,2.962,0.011,19.834,77.184,198454,
SeqPrep,gen_n1000000_l201_merged.fq.gz,1000000,201,999934,796659,203275,312,158032,638315,20.328,0.031,15.803,63.831,158344,
SeqPrep,gen_n1000000_l202_merged.fq.gz,1000000,202,999919,798435,201484,292,161008,637135,20.148,0.029,16.101,63.714,161300,
SeqPrep,gen_n1000000_l203_merged.fq.gz,1000000,203,999910,801185,198725,290,164121,636774,19.873,0.029,16.412,63.677,164411,
SeqPrep,gen_n1000000_l204_merged.fq.gz,1000000,204,999907,803963,195944,363,166731,636869,19.594,0.036,16.673,63.687,167094,
SeqPrep,gen_n1000000_l205_merged.fq.gz,1000000,205,999929,807504,192425,394,170087,637023,19.242,0.039,17.009,63.702,170481,
SeqPrep,gen_n1000000_l206_merged.fq.gz,1000000,206,999928,810620,189308,236,172757,637627,18.931,0.024,17.276,63.763,172993,
SeqPrep,gen_n1000000_l207_merged.fq.gz,1000000,207,999924,812361,187563,288,175242,636831,18.756,0.029,17.524,63.683,175530,
SeqPrep,gen_n1000000_l208_merged.fq.gz,1000000,208,999926,815362,184564,270,178961,636131,18.456,0.027,17.896,63.613,179231,
SeqPrep,gen_n1000000_l209_merged.fq.gz,1000000,209,999910,818556,181354,308,182352,635896,18.135,0.031,18.235,63.59,182660,
SeqPrep,gen_n1000000_l20_merged.fq.gz,1000000,20,999917,1000000,-83,0,4363,995637,-0.008,0.0,0.436,99.564,4363,
SeqPrep,gen_n1000000_l210_merged.fq.gz,1000000,210,999916,821940,177976,369,185408,636163,17.798,0.037,18.541,63.616,185777,
SeqPrep,gen_n1000000_l211_merged.fq.gz,1000000,211,999931,824549,175382,247,188581,635721,17.538,0.025,18.858,63.572,188828,
SeqPrep,gen_n1000000_l212_merged.fq.gz,1000000,212,999910,828023,171887,232,191765,636026,17.189,0.023,19.177,63.603,191997,
SeqPrep,gen_n1000000_l213_merged.fq.gz,1000000,213,999900,831088,168812,246,194177,636665,16.881,0.025,19.418,63.667,194423,
SeqPrep,gen_n1000000_l214_merged.fq.gz,1000000,214,999937,832849,167088,314,197671,634864,16.709,0.031,19.767,63.486,197985,
SeqPrep,gen_n1000000_l215_merged.fq.gz,1000000,215,999920,837277,162643,263,201464,635550,16.264,0.026,20.146,63.555,201727,
SeqPrep,gen_n1000000_l216_merged.fq.gz,1000000,216,999907,841796,158111,217,204489,637090,15.811,0.022,20.449,63.709,204706,
SeqPrep,gen_n1000000_l217_merged.fq.gz,1000000,217,999922,844495,155427,218,209131,635146,15.543,0.022,20.913,63.515,209349,
SeqPrep,gen_n1000000_l218_merged.fq.gz,1000000,218,999919,847594,152325,194,212413,634987,15.232,0.019,21.241,63.499,212607,
SeqPrep,gen_n1000000_l219_merged.fq.gz,1000000,219,999918,850960,148958,225,215590,635145,14.896,0.022,21.559,63.514,215815,
SeqPrep,gen_n1000000_l21_merged.fq.gz,1000000,21,999934,1000000,-66,0,4550,995450,-0.007,0.0,0.455,99.545,4550,
SeqPrep,gen_n1000000_l220_merged.fq.gz,1000000,220,999916,854481,145435,240,218929,635312,14.544,0.024,21.893,63.531,219169,
SeqPrep,gen_n1000000_l221_merged.fq.gz,1000000,221,999924,858547,141377,160,223204,635183,14.138,0.016,22.32,63.518,223364,
SeqPrep,gen_n1000000_l222_merged.fq.gz,1000000,222,999924,862868,137056,173,226876,635819,13.706,0.017,22.688,63.582,227049,
SeqPrep,gen_n1000000_l223_merged.fq.gz,1000000,223,999932,865419,134513,205,231158,634056,13.451,0.021,23.116,63.406,231363,
SeqPrep,gen_n1000000_l224_merged.fq.gz,1000000,224,999922,869452,130470,173,233935,635344,13.047,0.017,23.393,63.534,234108,
SeqPrep,gen_n1000000_l225_merged.fq.gz,1000000,225,999911,872630,127281,191,238893,633546,12.728,0.019,23.889,63.355,239084,
SeqPrep,gen_n1000000_l226_merged.fq.gz,1000000,226,999920,877532,122388,168,242644,634720,12.239,0.017,24.264,63.472,242812,
SeqPrep,gen_n1000000_l227_merged.fq.gz,1000000,227,999921,880979,118942,168,245839,634972,11.894,0.017,24.584,63.497,246007,
SeqPrep,gen_n1000000_l228_merged.fq.gz,1000000,228,999925,884566,115359,170,251391,633005,11.536,0.017,25.139,63.301,251561,
SeqPrep,gen_n1000000_l229_merged.fq.gz,1000000,229,999915,888801,111114,142,254492,634167,11.111,0.014,25.449,63.417,254634,
SeqPrep,gen_n1000000_l22_merged.fq.gz,1000000,22,999918,1000000,-82,0,4742,995258,-0.008,0.0,0.474,99.526,4742,
SeqPrep,gen_n1000000_l230_merged.fq.gz,1000000,230,999909,892492,107417,172,258410,633910,10.742,0.017,25.841,63.391,258582,
SeqPrep,gen_n1000000_l231_merged.fq.gz,1000000,231,999908,897250,102658,150,263551,633549,10.266,0.015,26.355,63.355,263701,
SeqPrep,gen_n1000000_l232_merged.fq.gz,1000000,232,999927,900920,99007,168,267309,633443,9.901,0.017,26.731,63.344,267477,
SeqPrep,gen_n1000000_l233_merged.fq.gz,1000000,233,999907,903879,96028,198,271408,632273,9.603,0.02,27.141,63.227,271606,
SeqPrep,gen_n1000000_l234_merged.fq.gz,1000000,234,999922,908455,91467,179,276299,631977,9.147,0.018,27.63,63.198,276478,
SeqPrep,gen_n1000000_l235_merged.fq.gz,1000000,235,999915,912131,87784,217,279661,632253,8.778,0.022,27.966,63.225,279878,
SeqPrep,gen_n1000000_l236_merged.fq.gz,1000000,236,999917,918025,81892,113,285348,632564,8.189,0.011,28.535,63.256,285461,
SeqPrep,gen_n1000000_l237_merged.fq.gz,1000000,237,999921,922655,77266,107,289989,632559,7.727,0.011,28.999,63.256,290096,
SeqPrep,gen_n1000000_l238_merged.fq.gz,1000000,238,999925,926569,73356,114,293882,632573,7.336,0.011,29.388,63.257,293996,
SeqPrep,gen_n1000000_l239_merged.fq.gz,1000000,239,999926,931023,68903,89,298192,632742,6.89,0.009,29.819,63.274,298281,
SeqPrep,gen_n1000000_l23_merged.fq.gz,1000000,23,999913,1000000,-87,0,4916,995084,-0.009,0.0,0.492,99.508,4916,
SeqPrep,gen_n1000000_l240_merged.fq.gz,1000000,240,999921,936108,63813,87,304049,631972,6.381,0.009,30.405,63.197,304136,
SeqPrep,gen_n1000000_l241_merged.fq.gz,1000000,241,999922,2912,997010,2912,0,0,99.701,0.291,0.0,0.0,2912,
SeqPrep,gen_n1000000_l242_merged.fq.gz,1000000,242,999910,3087,996823,3087,0,0,99.682,0.309,0.0,0.0,3087,
SeqPrep,gen_n1000000_l243_merged.fq.gz,1000000,243,999926,3187,996739,3187,0,0,99.674,0.319,0.0,0.0,3187,
SeqPrep,gen_n1000000_l244_merged.fq.gz,1000000,244,999921,3446,996475,3446,0,0,99.647,0.345,0.0,0.0,3446,
SeqPrep,gen_n1000000_l245_merged.fq.gz,1000000,245,999908,3361,996547,3361,0,0,99.655,0.336,0.0,0.0,3361,
SeqPrep,gen_n1000000_l246_merged.fq.gz,1000000,246,999926,2280,997646,2280,0,0,99.765,0.228,0.0,0.0,2280,
SeqPrep,gen_n1000000_l247_merged.fq.gz,1000000,247,999918,2220,997698,2220,0,0,99.77,0.222,0.0,0.0,2220,
SeqPrep,gen_n1000000_l248_merged.fq.gz,1000000,248,999911,2468,997443,2468,0,0,99.744,0.247,0.0,0.0,2468,
SeqPrep,gen_n1000000_l249_merged.fq.gz,1000000,249,999912,2449,997463,2449,0,0,99.746,0.245,0.0,0.0,2449,
SeqPrep,gen_n1000000_l24_merged.fq.gz,1000000,24,999929,1000000,-71,0,5110,994890,-0.007,0.0,0.511,99.489,5110,
SeqPrep,gen_n1000000_l250_merged.fq.gz,1000000,250,999916,2531,997385,2531,0,0,99.739,0.253,0.0,0.0,2531,
SeqPrep,gen_n1000000_l25_merged.fq.gz,1000000,25,999922,1000000,-78,0,5390,994610,-0.008,0.0,0.539,99.461,5390,
SeqPrep,gen_n1000000_l26_merged.fq.gz,1000000,26,999912,1000000,-88,0,5468,994532,-0.009,0.0,0.547,99.453,5468,
SeqPrep,gen_n1000000_l27_merged.fq.gz,1000000,27,999930,1000000,-70,0,5701,994299,-0.007,0.0,0.57,99.43,5701,
SeqPrep,gen_n1000000_l28_merged.fq.gz,1000000,28,999922,1000000,-78,0,5947,994053,-0.008,0.0,0.595,99.405,5947,
SeqPrep,gen_n1000000_l29_merged.fq.gz,1000000,29,999909,1000000,-91,0,6090,993910,-0.009,0.0,0.609,99.391,6090,
SeqPrep,gen_n1000000_l2_merged.fq.gz,1000000,2,999928,1000000,-72,0,915,999085,-0.007,0.0,0.091,99.909,915,
SeqPrep,gen_n1000000_l30_merged.fq.gz,1000000,30,999937,1000000,-63,0,6239,993761,-0.006,0.0,0.624,99.376,6239,
SeqPrep,gen_n1000000_l31_merged.fq.gz,1000000,31,999928,1000000,-72,0,6630,993370,-0.007,0.0,0.663,99.337,6630,
SeqPrep,gen_n1000000_l32_merged.fq.gz,1000000,32,999921,1000000,-79,0,6693,993307,-0.008,0.0,0.669,99.331,6693,
SeqPrep,gen_n1000000_l33_merged.fq.gz,1000000,33,999929,1000000,-71,0,6833,993167,-0.007,0.0,0.683,99.317,6833,
SeqPrep,gen_n1000000_l34_merged.fq.gz,1000000,34,999934,1000000,-66,0,7096,992904,-0.007,0.0,0.71,99.29,7096,
SeqPrep,gen_n1000000_l35_merged.fq.gz,1000000,35,999903,1000000,-97,0,7453,992547,-0.01,0.0,0.745,99.255,7453,
SeqPrep,gen_n1000000_l36_merged.fq.gz,1000000,36,999918,1000000,-82,0,7434,992566,-0.008,0.0,0.743,99.257,7434,
SeqPrep,gen_n1000000_l37_merged.fq.gz,1000000,37,999921,1000000,-79,0,7730,992270,-0.008,0.0,0.773,99.227,7730,
SeqPrep,gen_n1000000_l38_merged.fq.gz,1000000,38,999917,1000000,-83,0,8147,991853,-0.008,0.0,0.815,99.185,8147,
SeqPrep,gen_n1000000_l39_merged.fq.gz,1000000,39,999919,1000000,-81,0,8287,991713,-0.008,0.0,0.829,99.171,8287,
SeqPrep,gen_n1000000_l3_merged.fq.gz,1000000,3,999926,1000000,-74,0,1395,998605,-0.007,0.0,0.139,99.861,1395,
SeqPrep,gen_n1000000_l40_merged.fq.gz,1000000,40,999920,1000000,-80,0,8226,991774,-0.008,0.0,0.823,99.177,8226,
SeqPrep,gen_n1000000_l41_merged.fq.gz,1000000,41,999900,1000000,-100,0,8729,991271,-0.01,0.0,0.873,99.127,8729,
SeqPrep,gen_n1000000_l42_merged.fq.gz,1000000,42,999906,1000000,-94,0,8794,991206,-0.009,0.0,0.879,99.121,8794,
SeqPrep,gen_n1000000_l43_merged.fq.gz,1000000,43,999921,1000000,-79,0,8905,991095,-0.008,0.0,0.89,99.109,8905,
SeqPrep,gen_n1000000_l44_merged.fq.gz,1000000,44,999910,1000000,-90,0,9170,990830,-0.009,0.0,0.917,99.083,9170,
SeqPrep,gen_n1000000_l45_merged.fq.gz,1000000,45,999912,1000000,-88,0,9435,990565,-0.009,0.0,0.944,99.056,9435,
SeqPrep,gen_n1000000_l46_merged.fq.gz,1000000,46,999923,1000000,-77,0,9611,990389,-0.008,0.0,0.961,99.039,9611,
SeqPrep,gen_n1000000_l47_merged.fq.gz,1000000,47,999928,1000000,-72,0,9834,990166,-0.007,0.0,0.983,99.017,9834,
SeqPrep,gen_n1000000_l48_merged.fq.gz,1000000,48,999923,1000000,-77,0,10117,989883,-0.008,0.0,1.012,98.988,10117,
SeqPrep,gen_n1000000_l49_merged.fq.gz,1000000,49,999925,1000000,-75,0,10304,989696,-0.007,0.0,1.03,98.97,10304,
